nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
9,0,0,0,0,596,535,0,0,0,0
10,0,0,0,0,595,535,0,0,0,0
11,0,0,0,0,592,535,0,0,0,0
12,0,0,0,0,591,534,0,0,0,0
13,0,0,0,0,589,534,0,0,0,0
14,0,0,0,0,587,534,0,0,0,0
15,0,0,0,0,585,534,0,0,0,0
0,0,0,0,0,583,533,0,0,0,0
1,0,0,0,0,581,533,0,0,0,0
2,0,0,0,0,579,533,0,0,0,0
3,0,0,0,0,576,532,0,0,0,0
4,0,0,0,0,575,531,0,0,0,0
5,0,0,0,0,574,532,0,0,0,0
6,0,0,0,0,572,533,0,0,0,0
7,0,0,0,0,569,533,0,0,0,0
8,0,0,0,0,568,533,0,0,0,0
9,0,0,0,0,566,533,0,0,0,0
10,0,0,0,0,564,532,0,0,0,0
11,0,0,0,0,563,532,0,0,0,0
12,0,0,0,0,561,532,0,0,0,0
13,0,0,0,0,560,533,0,0,0,0
14,0,0,0,0,558,532,0,0,0,0
15,0,0,0,0,557,532,0,0,0,0
0,0,0,0,0,555,532,0,0,0,0
1,0,0,0,0,553,531,0,0,0,0
2,0,0,0,0,552,532,0,0,0,0
3,0,0,0,0,550,532,0,0,0,0
4,0,0,0,0,549,533,0,0,0,0
5,0,0,0,0,547,533,0,0,0,0
6,0,0,0,0,545,532,0,0,0,0
7,0,0,0,0,543,532,0,0,0,0
8,0,0,0,0,542,531,0,0,0,0
9,0,0,0,0,540,531,0,0,0,0
10,0,0,0,0,540,532,0,0,0,0
11,0,0,0,0,538,532,0,0,0,0
12,0,0,0,0,536,531,0,0,0,0
13,0,0,0,0,535,530,0,0,0,0
14,0,0,0,0,534,530,0,0,0,0
15,0,0,0,0,531,529,0,0,0,0
0,0,0,0,0,531,529,0,0,0,0
1,0,0,0,0,529,528,0,0,0,0
2,0,0,0,0,527,527,0,0,0,0
3,0,0,0,0,527,526,0,0,0,0
4,0,0,0,0,526,526,0,0,0,0
5,0,0,0,0,524,527,0,0,0,0
6,0,0,0,0,523,526,0,0,0,0
7,0,0,0,0,521,525,0,0,0,0
8,0,0,0,0,520,525,0,0,0,0
9,0,0,0,0,519,525,0,0,0,0
10,0,0,0,0,517,526,0,0,0,0
11,0,0,0,0,516,527,0,0,0,0
12,0,0,0,0,514,527,0,0,0,0
13,0,0,0,0,514,527,0,0,0,0
14,0,0,0,0,512,527,0,0,0,0
15,0,0,0,0,511,528,0,0,0,0
0,0,0,0,0,510,527,0,0,0,0
1,0,0,0,0,509,526,0,0,0,0
2,0,0,0,0,507,527,0,0,0,0
3,0,0,0,0,505,526,0,0,0,0
4,0,0,0,0,505,526,0,0,0,0
5,0,0,0,0,504,526,0,0,0,0
6,0,0,0,0,502,526,0,0,0,0
7,0,0,0,0,501,526,0,0,0,0
8,0,0,0,0,499,526,0,0,0,0
9,0,0,0,0,499,524,0,0,0,0
10,0,0,0,0,497,524,0,0,0,0
11,0,0,0,0,496,522,0,0,0,0
12,0,0,0,0,495,521,0,0,0,0
13,0,0,0,0,494,521,0,0,0,0
14,0,0,0,0,493,521,0,0,0,0
15,0,0,0,0,491,521,0,0,0,0
0,0,0,0,0,490,521,0,0,0,0
1,0,0,0,0,489,522,0,0,0,0
2,0,0,0,0,488,523,0,0,0,0
3,0,0,0,0,487,524,0,0,0,0
4,0,0,0,0,486,524,0,0,0,0
5,0,0,0,0,485,524,0,0,0,0
6,0,0,0,0,484,524,0,0,0,0
7,0,0,0,0,483,524,0,0,0,0
8,0,0,0,0,483,523,0,0,0,0
9,0,0,0,0,481,522,0,0,0,0
10,0,0,0,0,480,521,0,0,0,0
11,0,0,0,0,479,521,0,0,0,0
12,0,0,0,0,478,523,0,0,0,0
13,0,0,0,0,477,523,0,0,0,0
14,0,0,0,0,476,523,0,0,0,0
15,0,0,0,0,476,521,0,0,0,0
0,0,0,0,0,475,520,0,0,0,0
1,0,0,0,0,473,519,0,0,0,0
2,0,0,0,0,472,519,0,0,0,0
3,0,0,0,0,472,518,0,0,0,0
4,0,0,0,0,471,517,0,0,0,0
5,0,0,0,0,470,517,0,0,0,0
6,0,0,0,0,470,516,0,0,0,0
7,0,0,0,0,469,515,0,0,0,0
8,0,0,0,0,469,515,0,0,0,0
9,0,0,0,0,467,515,0,0,0,0
10,0,0,0,0,467,516,0,0,0,0
11,0,0,0,0,466,516,0,0,0,0
12,0,0,0,0,465,516,0,0,0,0
13,0,0,0,0,465,515,0,0,0,0
14,0,0,0,0,464,515,0,0,0,0
15,0,0,0,0,464,516,0,0,0,0
0,0,0,0,0,463,514,0,0,0,0
1,0,0,0,0,463,513,0,0,0,0
2,0,0,0,0,462,512,0,0,0,0
3,0,0,0,0,462,512,0,0,0,0
4,0,0,0,0,461,511,0,0,0,0
5,0,0,0,0,460,511,0,0,0,0
6,0,0,0,0,460,512,0,0,0,0
7,0,0,0,0,460,512,0,0,0,0
8,0,0,0,0,459,512,0,0,0,0
9,0,0,0,0,460,513,0,0,0,0
10,0,0,0,0,459,513,0,0,0,0
11,0,0,0,0,459,513,0,0,0,0
12,0,0,0,0,459,513,0,0,0,0
13,0,0,0,0,458,512,0,0,0,0
14,0,0,0,0,459,511,0,0,0,0
15,0,0,0,0,458,510,0,0,0,0
0,0,0,0,0,458,510,0,0,0,0
1,0,0,0,0,458,510,0,0,0,0
2,0,0,0,0,458,511,0,0,0,0
3,0,0,0,0,459,511,0,0,0,0
4,0,0,0,0,459,511,0,0,0,0
5,0,0,0,0,459,511,0,0,0,0
6,0,0,0,0,460,511,0,0,0,0
7,0,0,0,0,460,511,0,0,0,0
8,0,0,0,0,460,511,0,0,0,0
9,0,0,0,0,460,510,0,0,0,0
10,0,0,0,0,460,510,0,0,0,0
11,0,0,0,0,461,508,0,0,0,0
12,0,0,0,0,461,507,0,0,0,0
13,0,0,0,0,462,507,0,0,0,0
14,0,0,0,0,462,507,0,0,0,0
15,0,0,0,0,463,507,0,0,0,0
0,0,0,0,0,463,508,0,0,0,0
1,0,0,0,0,463,508,0,0,0,0
2,0,0,0,0,463,508,0,0,0,0
3,0,0,0,0,463,508,0,0,0,0
4,0,0,0,0,464,508,0,0,0,0
5,0,0,0,0,464,508,0,0,0,0
6,0,0,0,0,464,508,0,0,0,0
7,0,0,0,0,465,508,0,0,0,0
8,0,0,0,0,465,507,0,0,0,0
9,0,0,0,0,465,506,0,0,0,0
10,0,0,0,0,466,505,0,0,0,0
11,0,0,0,0,466,505,0,0,0,0
12,0,0,0,0,466,505,0,0,0,0
13,0,0,0,0,467,505,0,0,0,0
14,0,0,0,0,467,504,0,0,0,0
15,0,0,0,0,468,504,0,0,0,0
0,0,0,0,0,468,503,0,0,0,0
1,0,0,0,0,468,503,0,0,0,0
2,0,0,0,0,469,504,0,0,0,0
3,0,0,0,0,470,504,0,0,0,0
4,0,0,0,0,470,504,0,0,0,0
5,0,0,0,0,470,505,0,0,0,0
6,0,0,0,0,470,505,0,0,0,0
7,0,0,0,0,470,504,0,0,0,0
8,0,0,0,0,471,504,0,0,0,0
9,0,0,0,0,471,505,0,0,0,0
10,0,0,0,0,471,505,0,0,0,0
11,0,0,0,0,472,506,0,0,0,0
12,0,0,0,0,472,506,0,0,0,0
13,0,0,0,0,473,505,0,0,0,0
14,0,0,0,0,473,505,0,0,0,0
15,0,0,0,0,474,505,0,0,0,0
0,0,0,0,0,473,504,0,0,0,0
1,0,0,0,0,474,504,0,0,0,0
2,0,0,0,0,475,504,0,0,0,0
3,0,0,0,0,475,504,0,0,0,0
4,0,0,0,0,476,504,0,0,0,0
5,0,0,0,0,476,504,0,0,0,0
6,0,0,0,0,476,505,0,0,0,0
7,0,0,0,0,477,507,0,0,0,0
8,0,0,0,0,477,509,0,0,0,0
9,0,0,0,0,477,509,0,0,0,0
10,0,0,0,0,478,510,0,0,0,0
11,0,0,0,0,478,509,0,0,0,0
12,0,0,0,0,478,510,0,0,0,0
13,0,0,0,0,478,510,0,0,0,0
14,0,0,0,0,478,509,0,0,0,0
15,0,0,0,0,478,507,0,0,0,0
0,0,0,0,0,479,506,0,0,0,0
1,0,0,0,0,479,505,0,0,0,0
2,0,0,0,0,479,505,0,0,0,0
3,0,0,0,0,479,504,0,0,0,0
4,0,0,0,0,479,505,0,0,0,0
5,0,0,0,0,479,505,0,0,0,0
6,0,0,0,0,479,506,0,0,0,0
7,0,0,0,0,479,506,0,0,0,0
8,0,0,0,0,479,507,0,0,0,0
9,0,0,0,0,479,507,0,0,0,0
10,0,0,0,0,479,505,0,0,0,0
11,0,0,0,0,479,505,0,0,0,0
12,0,0,0,0,479,504,0,0,0,0
13,0,0,0,0,479,504,0,0,0,0
14,0,0,0,0,479,504,0,0,0,0
15,0,0,0,0,479,504,0,0,0,0
0,0,0,0,0,479,505,0,0,0,0
1,0,0,0,0,479,506,0,0,0,0
2,0,0,0,0,479,506,0,0,0,0
3,0,0,0,0,479,506,0,0,0,0
4,0,0,0,0,479,506,0,0,0,0
5,0,0,0,0,479,506,0,0,0,0
6,0,0,0,0,480,506,0,0,0,0
7,0,0,0,0,479,505,0,0,0,0
8,0,0,0,0,480,505,0,0,0,0
9,0,0,0,0,480,504,0,0,0,0
10,0,0,0,0,480,504,0,0,0,0
11,0,0,0,0,479,504,0,0,0,0
12,0,0,0,0,480,505,0,0,0,0
13,0,0,0,0,480,507,0,0,0,0
14,0,0,0,0,479,507,0,0,0,0
15,0,0,0,0,480,508,0,0,0,0
0,0,0,0,0,480,507,0,0,0,0
1,0,0,0,0,480,508,0,0,0,0
2,0,0,0,0,480,509,0,0,0,0
3,0,0,0,0,480,509,0,0,0,0
4,0,0,0,0,479,508,0,0,0,0
5,0,0,0,0,480,508,0,0,0,0
6,0,0,0,0,480,508,0,0,0,0
7,0,0,0,0,480,509,0,0,0,0
8,0,0,0,0,480,508,0,0,0,0
9,0,0,0,0,480,508,0,0,0,0
10,0,0,0,0,480,507,0,0,0,0
11,0,0,0,0,479,507,0,0,0,0
12,0,0,0,0,480,507,0,0,0,0
13,0,0,0,0,479,506,0,0,0,0
14,0,0,0,0,479,505,0,0,0,0
15,0,0,0,0,479,505,0,0,0,0
0,0,0,0,0,478,506,0,0,0,0
1,0,0,0,0,478,507,0,0,0,0
2,0,0,0,0,479,507,0,0,0,0
3,0,0,0,0,479,507,0,0,0,0
4,0,0,0,0,478,507,0,0,0,0
5,0,0,0,0,478,507,0,0,0,0
6,0,0,0,0,478,507,0,0,0,0
7,0,0,0,0,478,507,0,0,0,0
8,0,0,0,0,478,506,0,0,0,0
9,0,0,0,0,478,506,0,0,0,0
10,0,0,0,0,478,507,0,0,0,0
11,0,0,0,0,478,507,0,0,0,0
12,0,0,0,0,477,508,0,0,0,0
13,0,0,0,0,477,508,0,0,0,0
14,0,0,0,0,478,508,0,0,0,0
15,0,0,0,0,477,507,0,0,0,0
0,0,0,0,0,477,507,0,0,0,0
1,0,0,0,0,476,506,0,0,0,0
2,0,0,0,0,476,506,0,0,0,0
3,0,0,0,0,476,507,0,0,0,0
4,0,0,0,0,476,508,0,0,0,0
5,0,0,0,0,476,508,0,0,0,0
6,0,0,0,0,476,507,0,0,0,0
7,0,0,0,0,475,506,0,0,0,0
8,0,0,0,0,475,506,0,0,0,0
9,0,0,0,0,475,507,0,0,0,0
10,0,0,0,0,475,507,0,0,0,0
11,0,0,0,0,475,507,0,0,0,0
12,0,0,0,0,474,507,0,0,0,0
13,0,0,0,0,474,506,0,0,0,0
14,0,0,0,0,473,506,0,0,0,0
15,0,0,0,0,473,507,0,0,0,0
0,0,0,0,0,473,507,0,0,0,0
1,0,0,0,0,473,507,0,0,0,0
2,0,0,0,0,473,507,0,0,0,0
3,0,0,0,0,472,507,0,0,0,0
4,0,0,0,0,472,507,0,0,0,0
5,0,0,0,0,472,508,0,0,0,0
6,0,0,0,0,472,508,0,0,0,0
7,0,0,0,0,472,510,0,0,0,0
8,0,0,0,0,472,510,0,0,0,0
9,0,0,0,0,472,510,0,0,0,0
10,0,0,0,0,471,511,0,0,0,0
11,0,0,0,0,471,511,0,0,0,0
12,0,0,0,0,471,511,0,0,0,0
13,0,0,0,0,470,511,0,0,0,0
14,0,0,0,0,470,511,0,0,0,0
15,0,0,0,0,470,511,0,0,0,0
0,0,0,0,0,470,510,0,0,0,0
1,0,0,0,0,469,509,0,0,0,0
2,0,0,0,0,469,508,0,0,0,0
3,0,0,0,0,468,507,0,0,0,0
4,0,0,0,0,468,507,0,0,0,0
5,0,0,0,0,467,507,0,0,0,0
6,0,0,0,0,467,506,0,0,0,0
7,0,0,0,0,467,507,0,0,0,0
8,0,0,0,0,467,508,0,0,0,0
9,0,0,0,0,466,507,0,0,0,0
10,0,0,0,0,466,507,0,0,0,0
11,0,0,0,0,466,507,0,0,0,0
12,0,0,0,0,465,506,0,0,0,0
13,0,0,0,0,465,507,0,0,0,0
14,0,0,0,0,464,507,0,0,0,0
15,0,0,0,0,464,508,0,0,0,0
0,0,0,0,0,464,508,0,0,0,0
1,0,0,0,0,464,508,0,0,0,0
2,0,0,0,0,463,509,0,0,0,0
3,0,0,0,0,463,508,0,0,0,0
4,0,0,0,0,463,509,0,0,0,0
5,0,0,0,0,463,508,0,0,0,0
6,0,0,0,0,462,508,0,0,0,0
7,0,0,0,0,462,507,0,0,0,0
8,0,0,0,0,462,507,0,0,0,0
9,0,0,0,0,461,507,0,0,0,0
10,0,0,0,0,461,507,0,0,0,0
11,0,0,0,0,461,507,0,0,0,0
12,0,0,0,0,461,506,0,0,0,0
13,0,0,0,0,460,506,0,0,0,0
14,0,0,0,0,461,505,0,0,0,0
15,0,0,0,0,460,506,0,0,0,0
0,0,0,0,0,460,507,0,0,0,0
1,0,0,0,0,460,507,0,0,0,0
2,0,0,0,0,460,508,0,0,0,0
3,0,0,0,0,459,509,0,0,0,0
4,0,0,0,0,459,510,0,0,0,0
5,0,0,0,0,459,510,0,0,0,0
6,0,0,0,0,459,510,0,0,0,0
7,0,0,0,0,459,509,0,0,0,0
8,0,0,0,0,459,509,0,0,0,0
9,0,0,0,0,457,509,0,0,0,0
10,0,0,0,0,458,510,0,0,0,0
11,0,0,0,0,458,511,0,0,0,0
12,0,0,0,0,458,511,0,0,0,0
13,0,0,0,0,458,510,0,0,0,0
14,0,0,0,0,457,510,0,0,0,0
15,0,0,0,0,458,510,0,0,0,0
0,0,0,0,0,458,510,0,0,0,0
1,0,0,0,0,458,509,0,0,0,0
2,0,0,0,0,458,508,0,0,0,0
3,0,0,0,0,457,508,0,0,0,0
4,0,0,0,0,457,508,0,0,0,0
5,0,0,0,0,458,509,0,0,0,0
6,0,0,0,0,457,510,0,0,0,0
7,0,0,0,0,458,509,0,0,0,0
8,0,0,0,0,459,509,0,0,0,0
9,0,0,0,0,458,509,0,0,0,0
10,0,0,0,0,459,508,0,0,0,0
11,0,0,0,0,458,508,0,0,0,0
12,0,0,0,0,459,507,0,0,0,0
13,0,0,0,0,458,506,0,0,0,0
14,0,0,0,0,458,507,0,0,0,0
15,0,0,0,0,459,508,0,0,0,0
0,0,0,0,0,458,508,0,0,0,0
1,0,0,0,0,458,508,0,0,0,0
2,0,0,0,0,458,508,0,0,0,0
3,0,0,0,0,458,508,0,0,0,0
4,0,0,0,0,458,509,0,0,0,0
5,0,0,0,0,458,509,0,0,0,0
6,0,0,0,0,457,510,0,0,0,0
7,0,0,0,0,457,510,0,0,0,0
8,0,0,0,0,457,510,0,0,0,0
9,0,0,0,0,457,509,0,0,0,0
10,0,0,0,0,457,508,0,0,0,0
11,0,0,0,0,458,508,0,0,0,0
12,0,0,0,0,457,507,0,0,0,0
13,0,0,0,0,458,507,0,0,0,0
14,0,0,0,0,458,506,0,0,0,0
15,0,0,0,0,458,505,0,0,0,0
0,0,0,0,0,459,505,0,0,0,0
1,0,0,0,0,459,506,0,0,0,0
2,0,0,0,0,459,506,0,0,0,0
3,0,0,0,0,459,507,0,0,0,0
4,0,0,0,0,460,509,0,0,0,0
5,0,0,0,0,460,510,0,0,0,0
6,0,0,0,0,460,511,0,0,0,0
7,0,0,0,0,460,511,0,0,0,0
8,0,0,0,0,460,513,0,0,0,0
9,0,0,0,0,461,513,0,0,0,0
10,0,0,0,0,460,514,0,0,0,0
11,0,0,0,0,460,515,0,0,0,0
12,0,0,0,0,460,516,0,0,0,0
13,0,0,0,0,460,516,0,0,0,0
14,0,0,0,0,461,516,0,0,0,0
15,0,0,0,0,461,516,0,0,0,0
0,0,0,0,0,462,516,0,0,0,0
1,0,0,0,0,461,515,0,0,0,0
2,0,0,0,0,462,514,0,0,0,0
3,0,0,0,0,461,512,0,0,0,0
4,0,0,0,0,462,511,0,0,0,0
5,0,0,0,0,462,511,0,0,0,0
6,0,0,0,0,462,511,0,0,0,0
7,0,0,0,0,463,510,0,0,0,0
8,0,0,0,0,463,510,0,0,0,0
9,0,0,0,0,463,508,0,0,0,0
10,0,0,0,0,463,507,0,0,0,0
11,0,0,0,0,463,505,0,0,0,0
12,0,0,0,0,464,504,0,0,0,0
13,0,0,0,0,464,505,0,0,0,0
14,0,0,0,0,464,507,0,0,0,0
15,0,0,0,0,464,510,0,0,0,0
0,0,0,0,0,464,513,0,0,0,0
1,0,0,0,0,464,516,0,0,0,0
2,0,0,0,0,464,520,0,0,0,0
3,0,0,0,0,465,523,0,0,0,0
4,0,0,0,0,465,525,0,0,0,0
5,0,0,0,0,465,526,0,0,0,0
6,0,0,0,0,465,526,0,0,0,0
7,0,0,0,0,465,525,0,0,0,0
8,0,0,0,0,465,524,0,0,0,0
9,0,0,0,0,466,524,0,0,0,0
10,0,0,0,0,467,522,0,0,0,0
11,0,0,0,0,466,519,0,0,0,0
12,0,0,0,0,466,516,0,0,0,0
13,0,0,0,0,467,514,0,0,0,0
14,0,0,0,0,467,512,0,0,0,0
15,0,0,0,0,466,510,0,0,0,0
0,0,0,0,0,467,507,0,0,0,0
1,0,0,0,0,467,505,0,0,0,0
2,0,0,0,0,467,503,0,0,0,0
3,0,0,0,0,467,502,0,0,0,0
4,0,0,0,0,467,500,0,0,0,0
5,0,0,0,0,468,499,0,0,0,0
6,0,0,0,0,467,498,0,0,0,0
7,0,0,0,0,467,498,0,0,0,0
8,0,0,0,0,467,499,0,0,0,0
9,0,0,0,0,467,500,0,0,0,0
10,0,0,0,0,468,500,0,0,0,0
11,0,0,0,0,467,501,0,0,0,0
12,0,0,0,0,468,501,0,0,0,0
13,0,0,0,0,468,502,0,0,0,0
14,0,0,0,0,467,502,0,0,0,0
15,0,0,0,0,467,502,0,0,0,0
0,0,0,0,0,467,502,0,0,0,0
1,0,0,0,0,467,502,0,0,0,0
2,0,0,0,0,467,502,0,0,0,0
3,0,0,0,0,468,500,0,0,0,0
4,0,0,0,0,468,500,0,0,0,0
5,0,0,0,0,467,500,0,0,0,0
6,0,0,0,0,467,502,0,0,0,0
7,0,0,0,0,467,505,0,0,0,0
8,0,0,0,0,467,507,0,0,0,0
9,0,0,0,0,467,509,0,0,0,0
10,0,0,0,0,467,510,0,0,0,0
11,0,0,0,0,468,510,0,0,0,0
12,0,0,0,0,468,510,0,0,0,0
13,0,0,0,0,467,510,0,0,0,0
14,0,0,0,0,468,508,0,0,0,0
15,0,0,0,0,467,505,0,0,0,0
0,0,0,0,0,467,504,0,0,0,0
1,0,0,0,0,467,502,0,0,0,0
2,0,0,0,0,467,501,0,0,0,0
3,0,0,0,0,468,501,0,0,0,0
4,0,0,0,0,468,501,0,0,0,0
5,0,0,0,0,468,501,0,0,0,0
6,0,0,0,0,468,501,0,0,0,0
7,0,0,0,0,468,501,0,0,0,0
8,0,0,0,0,468,502,0,0,0,0
9,0,0,0,0,467,502,0,0,0,0
10,0,0,0,0,468,502,0,0,0,0
11,0,0,0,0,467,502,0,0,0,0
12,0,0,0,0,468,502,0,0,0,0
13,0,0,0,0,467,502,0,0,0,0
14,0,0,0,0,467,503,0,0,0,0
15,0,0,0,0,467,504,0,0,0,0
0,0,0,0,0,467,504,0,0,0,0
1,0,0,0,0,467,504,0,0,0,0
2,0,0,0,0,467,504,0,0,0,0
3,0,0,0,0,467,504,0,0,0,0
4,0,0,0,0,467,505,0,0,0,0
5,0,0,0,0,467,505,0,0,0,0
6,0,0,0,0,467,505,0,0,0,0
7,0,0,0,0,467,505,0,0,0,0
8,0,0,0,0,467,505,0,0,0,0
9,0,0,0,0,467,504,0,0,0,0
10,0,0,0,0,467,504,0,0,0,0
11,0,0,0,0,467,505,0,0,0,0
12,0,0,0,0,467,505,0,0,0,0
13,0,0,0,0,466,505,0,0,0,0
14,0,0,0,0,466,506,0,0,0,0
15,0,0,0,0,466,506,0,0,0,0
0,0,0,0,0,466,507,0,0,0,0
1,0,0,0,0,466,507,0,0,0,0
2,0,0,0,0,466,507,0,0,0,0
3,0,0,0,0,465,507,0,0,0,0
4,0,0,0,0,466,508,0,0,0,0
5,0,0,0,0,466,509,0,0,0,0
6,0,0,0,0,466,510,0,0,0,0
7,0,0,0,0,465,511,0,0,0,0
8,0,0,0,0,465,512,0,0,0,0
9,0,0,0,0,465,511,0,0,0,0
10,0,0,0,0,465,511,0,0,0,0
11,0,0,0,0,465,511,0,0,0,0
12,0,0,0,0,464,511,0,0,0,0
13,0,0,0,0,465,510,0,0,0,0
14,0,0,0,0,465,510,0,0,0,0
15,0,0,0,0,464,508,0,0,0,0
0,0,0,0,0,464,508,0,0,0,0
1,0,0,0,0,464,509,0,0,0,0
2,0,0,0,0,464,509,0,0,0,0
3,0,0,0,0,463,509,0,0,0,0
4,0,0,0,0,463,509,0,0,0,0
5,0,0,0,0,463,509,0,0,0,0
6,0,0,0,0,464,509,0,0,0,0
7,0,0,0,0,463,510,0,0,0,0
8,0,0,0,0,463,511,0,0,0,0
9,0,0,0,0,463,511,0,0,0,0
10,0,0,0,0,463,512,0,0,0,0
11,0,0,0,0,462,514,0,0,0,0
12,0,0,0,0,462,515,0,0,0,0
13,0,0,0,0,462,515,0,0,0,0
14,0,0,0,0,462,515,0,0,0,0
15,0,0,0,0,462,515,0,0,0,0
0,0,0,0,0,462,514,0,0,0,0
1,0,0,0,0,461,513,0,0,0,0
2,0,0,0,0,462,513,0,0,0,0
3,0,0,0,0,462,514,0,0,0,0
4,0,0,0,0,462,516,0,0,0,0
5,0,0,0,0,461,517,0,0,0,0
6,0,0,0,0,461,519,0,0,0,0
7,0,0,0,0,462,521,0,0,0,0
8,0,0,0,0,461,525,0,0,0,0
9,0,0,0,0,461,531,0,0,0,0
10,0,0,0,0,461,537,0,0,0,0
11,0,0,0,0,461,545,0,0,0,0
12,0,0,0,0,460,555,0,0,0,0
13,0,0,0,0,460,564,0,0,0,0
14,0,0,0,0,460,576,0,0,0,0
15,0,0,0,0,460,588,0,0,0,0
0,0,0,0,0,460,602,0,0,0,0
1,0,0,0,0,460,616,0,0,0,0
2,0,0,0,0,460,633,1,0,0,0
3,0,0,0,0,461,656,1,0,0,0
4,0,0,0,0,460,683,1,0,0,0
5,0,0,0,0,460,710,1,0,0,0
6,0,0,0,0,460,738,1,0,0,0
7,0,0,0,0,460,769,1,0,0,0
8,0,0,0,0,460,803,2,0,0,0
9,0,0,0,0,461,835,2,0,0,0
10,0,0,0,0,461,866,2,0,0,0
11,0,0,0,0,461,897,2,0,0,0
12,0,0,0,0,460,927,2,0,0,0
13,0,0,0,0,461,956,3,0,0,0
14,0,0,0,0,460,977,3,0,0,0
15,0,0,0,0,461,996,3,0,0,0
0,0,0,0,0,461,1009,3,0,0,0
1,0,0,0,0,460,1016,3,0,0,0
2,0,0,0,0,460,1021,3,0,0,0
3,0,0,0,0,460,1022,3,0,0,0
4,0,0,0,0,460,1021,3,0,0,0
5,0,0,0,0,460,1008,3,0,0,0
6,0,0,0,0,460,985,3,0,0,0
7,0,0,0,0,460,951,3,0,0,0
8,0,0,0,0,460,903,2,0,0,0
9,0,0,0,0,460,846,2,0,0,0
10,0,0,0,0,460,784,1,0,0,0
11,0,0,0,0,460,718,1,0,0,0
12,0,0,0,0,460,655,1,0,0,0
13,0,0,0,0,460,595,0,0,0,0
14,0,0,0,0,461,537,0,0,0,0
15,0,0,0,0,460,482,0,0,0,0
0,0,0,0,0,460,429,0,0,0,0
1,0,0,0,0,461,379,0,0,0,0
2,0,0,0,0,460,332,0,0,0,0
3,0,0,0,0,461,287,0,0,0,0
4,0,0,0,0,461,242,0,0,0,0
5,0,0,0,0,461,202,0,0,0,0
6,0,0,0,0,462,173,0,0,0,0
7,0,0,0,0,462,154,0,0,0,0
8,0,0,0,0,462,144,0,0,0,0
9,0,0,0,0,462,141,0,0,0,0
10,0,0,0,0,462,143,0,0,0,0
11,0,0,0,0,463,152,0,0,0,0
12,0,0,0,0,463,164,0,0,0,0
13,0,0,0,0,463,174,0,0,0,0
14,0,0,0,0,463,182,0,0,0,0
15,0,0,0,0,463,188,0,0,0,0
0,0,0,0,0,463,197,0,0,0,0
1,0,0,0,0,463,208,0,0,0,0
2,0,0,0,0,463,222,0,0,0,0
3,0,0,0,0,463,237,0,0,0,0
4,0,0,0,0,463,252,0,0,0,0
5,0,0,0,0,463,266,0,0,0,0
6,0,0,0,0,463,282,0,0,0,0
7,0,0,0,0,464,298,0,0,0,0
8,0,0,0,0,464,313,0,0,0,0
9,0,0,0,0,464,327,0,0,0,0
10,0,0,0,0,464,342,0,0,0,0
11,0,0,0,0,464,355,0,0,0,0
12,0,0,0,0,464,366,0,0,0,0
13,0,0,0,0,464,377,0,0,0,0
14,0,0,0,0,464,389,0,0,0,0
15,0,0,0,0,463,400,0,0,0,0
0,0,0,0,0,463,410,0,0,0,0
1,0,0,0,0,464,419,0,0,0,0
2,0,0,0,0,464,425,0,0,0,0
3,0,0,0,0,464,433,0,0,0,0
4,0,0,0,0,465,440,0,0,0,0
5,0,0,0,0,464,446,0,0,0,0
6,0,0,0,0,464,451,0,0,0,0
7,0,0,0,0,464,456,0,0,0,0
8,0,0,0,0,465,461,0,0,0,0
9,0,0,0,0,465,464,0,0,0,0
10,0,0,0,0,465,466,0,0,0,0
11,0,0,0,0,464,468,0,0,0,0
12,0,0,0,0,465,470,0,0,0,0
13,0,0,0,0,465,472,0,0,0,0
14,0,0,0,0,465,473,0,0,0,0
15,0,0,0,0,465,475,0,0,0,0
0,0,0,0,0,465,476,0,0,0,0
1,0,0,0,0,465,477,0,0,0,0
2,0,0,0,0,465,478,0,0,0,0
3,0,0,0,0,465,479,0,0,0,0
4,0,0,0,0,465,479,0,0,0,0
5,0,0,0,0,465,481,0,0,0,0
6,0,0,0,0,465,481,0,0,0,0
7,0,0,0,0,465,482,0,0,0,0
8,0,0,0,0,466,483,0,0,0,0
9,0,0,0,0,465,483,0,0,0,0
10,0,0,0,0,465,483,0,0,0,0
11,0,0,0,0,466,484,0,0,0,0
12,0,0,0,0,465,484,0,0,0,0
13,0,0,0,0,466,485,0,0,0,0
14,0,0,0,0,465,486,0,0,0,0
15,0,0,0,0,465,487,0,0,0,0
0,0,0,0,0,467,488,0,0,0,0
1,0,0,0,0,467,488,0,0,0,0
2,0,0,0,0,467,489,0,0,0,0
3,0,0,0,0,466,489,0,0,0,0
4,0,0,0,0,467,490,0,0,0,0
5,0,0,0,0,467,491,0,0,0,0
6,0,0,0,0,467,491,0,0,0,0
7,0,0,0,0,467,491,0,0,0,0
8,0,0,0,0,467,492,0,0,0,0
9,0,0,0,0,467,492,0,0,0,0
10,0,0,0,0,467,492,0,0,0,0
11,0,0,0,0,467,493,0,0,0,0
12,0,0,0,0,467,493,0,0,0,0
13,0,0,0,0,467,494,0,0,0,0
14,0,0,0,0,467,495,0,0,0,0
15,0,0,0,0,467,494,0,0,0,0
0,0,0,0,0,467,494,0,0,0,0
1,0,0,0,0,467,495,0,0,0,0
2,0,0,0,0,467,494,0,0,0,0
