nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6
13,0,0,0,0,465,506,0,0,0,0
14,0,0,0,0,465,507,0,0,0,0
15,0,0,0,0,466,507,0,0,0,0
0,0,0,0,0,465,507,0,0,0,0
1,0,0,0,0,466,508,0,0,0,0
2,0,0,0,0,466,508,0,0,0,0
3,0,0,0,0,466,508,0,0,0,0
4,0,0,0,0,466,507,0,0,0,0
5,0,0,0,0,466,506,0,0,0,0
6,0,0,0,0,466,505,0,0,0,0
7,0,0,0,0,465,505,0,0,0,0
8,0,0,0,0,465,506,0,0,0,0
9,0,0,0,0,465,506,0,0,0,0
10,0,0,0,0,466,505,0,0,0,0
11,0,0,0,0,466,504,0,0,0,0
12,0,0,0,0,465,504,0,0,0,0
13,0,0,0,0,465,504,0,0,0,0
14,0,0,0,0,465,504,0,0,0,0
15,0,0,0,0,465,504,0,0,0,0
0,0,0,0,0,465,504,0,0,0,0
1,0,0,0,0,465,504,0,0,0,0
2,0,0,0,0,465,504,0,0,0,0
3,0,0,0,0,465,504,0,0,0,0
4,0,0,0,0,465,504,0,0,0,0
5,0,0,0,0,465,504,0,0,0,0
6,0,0,0,0,466,504,0,0,0,0
7,0,0,0,0,466,502,0,0,0,0
8,0,0,0,0,466,502,0,0,0,0
9,0,0,0,0,466,502,0,0,0,0
10,0,0,0,0,466,501,0,0,0,0
11,0,0,0,0,466,501,0,0,0,0
12,0,0,0,0,467,500,0,0,0,0
13,0,0,0,0,467,500,0,0,0,0
14,0,0,0,0,466,499,0,0,0,0
15,0,0,0,0,467,499,0,0,0,0
0,0,0,0,0,467,499,0,0,0,0
1,0,0,0,0,467,500,0,0,0,0
2,0,0,0,0,468,500,0,0,0,0
3,0,0,0,0,468,500,0,0,0,0
4,0,0,0,0,468,501,0,0,0,0
5,0,0,0,0,468,501,0,0,0,0
6,0,0,0,0,469,500,0,0,0,0
7,0,0,0,0,469,499,0,0,0,0
8,0,0,0,0,470,499,0,0,0,0
9,0,0,0,0,471,500,0,0,0,0
10,0,0,0,0,471,499,0,0,0,0
11,0,0,0,0,472,498,0,0,0,0
12,0,0,0,0,472,497,0,0,0,0
13,0,0,0,0,472,496,0,0,0,0
14,0,0,0,0,473,495,0,0,0,0
15,0,0,0,0,474,495,0,0,0,0
0,0,0,0,0,475,495,0,0,0,0
1,0,0,0,0,475,495,0,0,0,0
2,0,0,0,0,476,494,0,0,0,0
3,0,0,0,0,477,493,0,0,0,0
4,0,0,0,0,478,492,0,0,0,0
5,0,0,0,0,479,490,0,0,0,0
6,0,0,0,0,480,490,0,0,0,0
7,0,0,0,0,481,490,0,0,0,0
8,0,0,0,0,482,490,0,0,0,0
9,0,0,0,0,484,489,0,0,0,0
10,0,0,0,0,485,489,0,0,0,0
11,0,0,0,0,486,489,0,0,0,0
12,0,0,0,0,487,487,0,0,0,0
13,0,0,0,0,489,487,0,0,0,0
14,0,0,0,0,491,487,0,0,0,0
15,0,0,0,0,492,487,0,0,0,0
0,0,0,0,0,495,487,0,0,0,0
1,0,0,0,0,496,487,0,0,0,0
2,0,0,0,0,498,487,0,0,0,0
3,0,0,0,0,500,487,0,0,0,0
4,0,0,0,0,502,487,0,0,0,0
5,0,0,0,0,504,486,0,0,0,0
6,0,0,0,0,507,485,0,0,0,0
7,0,0,0,0,510,485,0,0,0,0
8,0,0,0,0,512,484,0,0,0,0
9,0,0,0,0,515,484,0,0,0,0
10,0,0,0,0,517,483,0,0,0,0
11,0,0,0,0,519,482,0,0,0,0
12,0,0,0,0,523,481,0,0,0,0
13,0,0,0,0,526,481,0,0,0,0
14,0,0,0,0,528,481,0,0,0,0
15,0,0,0,0,532,480,0,0,0,0
0,0,0,0,0,535,479,0,0,0,0
1,0,0,0,0,539,477,0,0,0,0
2,0,0,0,0,542,476,0,0,0,0
3,0,0,0,0,545,476,0,0,0,0
4,0,0,0,0,549,473,0,0,0,0
5,0,0,0,0,552,472,0,0,0,0
6,0,0,0,0,557,473,0,0,0,0
7,0,0,0,0,560,475,0,0,0,0
8,0,0,0,0,563,474,0,0,0,0
9,0,0,0,0,568,474,0,0,0,0
10,0,0,0,0,571,474,0,0,0,0
11,0,0,0,0,576,475,0,0,0,0
12,0,0,0,0,580,475,0,0,0,0
13,0,0,0,0,584,475,0,0,0,0
14,0,0,0,0,589,475,0,0,0,0
15,0,0,0,0,593,475,0,0,0,0
0,0,0,0,0,597,475,0,0,0,0
1,0,0,0,0,601,474,0,0,0,0
2,0,0,0,0,606,475,0,0,0,0
3,0,0,0,0,610,476,0,0,0,0
4,0,0,0,0,614,475,0,0,0,0
5,0,0,0,0,619,475,0,0,0,0
6,0,0,0,0,623,473,0,0,0,0
7,0,0,0,0,627,472,0,0,0,0
8,0,0,0,0,632,472,0,0,0,0
9,0,0,0,0,636,471,0,0,0,0
10,0,0,0,0,641,471,0,0,0,0
11,0,0,0,0,644,471,0,0,0,0
12,0,0,0,0,649,472,0,0,0,0
13,0,0,0,0,654,472,0,0,0,0
14,0,0,0,0,657,473,0,0,0,0
15,0,0,0,0,662,476,0,0,0,0
0,0,0,0,0,666,477,0,0,0,0
1,0,0,0,0,670,478,0,0,0,0
2,0,0,0,0,675,480,0,0,0,0
3,0,0,0,0,679,480,0,0,0,0
4,0,0,0,0,683,481,0,0,0,0
5,0,0,0,0,687,483,0,0,0,0
6,0,0,0,0,690,483,0,0,0,0
7,0,0,0,0,694,483,0,0,0,0
8,0,0,0,0,697,485,0,0,0,0
9,0,0,0,0,701,486,0,0,0,0
10,0,0,0,0,704,487,0,0,0,0
11,0,0,0,0,707,487,0,0,0,0
12,0,0,0,0,711,488,0,0,0,0
13,0,0,0,0,715,489,0,0,0,0
14,0,0,0,0,718,491,0,0,0,0
15,0,0,0,0,720,492,0,0,0,0
0,0,0,0,0,723,495,0,0,0,0
1,0,0,0,0,727,497,0,0,0,0
2,0,0,0,0,729,499,0,0,0,0
3,0,0,0,0,732,501,0,0,0,0
4,0,0,0,0,735,503,0,0,0,0
5,0,0,0,0,737,504,0,0,0,0
6,0,0,0,0,740,505,0,0,0,0
7,0,0,0,0,742,507,0,0,0,0
8,0,0,0,0,743,510,0,0,0,0
9,0,0,0,0,746,513,0,0,0,0
10,0,0,0,0,748,514,0,0,0,0
11,0,0,0,0,750,515,0,0,0,0
12,0,0,0,0,752,515,0,0,0,0
13,0,0,0,0,753,514,0,0,0,0
14,0,0,0,0,755,515,0,0,0,0
15,0,0,0,0,756,516,0,0,0,0
0,0,0,0,0,758,517,0,0,0,0
1,0,0,0,0,759,519,0,0,0,0
2,0,0,0,0,760,521,0,0,0,0
3,0,0,0,0,760,522,0,0,0,0
4,0,0,0,0,760,524,0,0,0,0
5,0,0,0,0,762,526,0,0,0,0
6,0,0,0,0,761,526,0,0,0,0
7,0,0,0,0,763,527,0,0,0,0
8,0,0,0,0,762,528,0,0,0,0
9,0,0,0,0,763,529,0,0,0,0
10,0,0,0,0,763,529,0,0,0,0
11,0,0,0,0,762,530,0,0,0,0
12,0,0,0,0,762,532,0,0,0,0
13,0,0,0,0,761,533,0,0,0,0
14,0,0,0,0,761,535,0,0,0,0
15,0,0,0,0,761,536,0,0,0,0
0,0,0,0,0,760,536,0,0,0,0
1,0,0,0,0,760,536,0,0,0,0
2,0,0,0,0,759,537,0,0,0,0
3,0,0,0,0,758,537,0,0,0,0
4,0,0,0,0,757,539,0,0,0,0
5,0,0,0,0,756,540,0,0,0,0
6,0,0,0,0,755,540,0,0,0,0
7,0,0,0,0,753,540,0,0,0,0
8,0,0,0,0,752,541,0,0,0,0
9,0,0,0,0,751,541,0,0,0,0
10,0,0,0,0,750,541,0,0,0,0
11,0,0,0,0,748,541,0,0,0,0
12,0,0,0,0,746,541,0,0,0,0
13,0,0,0,0,744,542,0,0,0,0
14,0,0,0,0,743,540,0,0,0,0
15,0,0,0,0,741,540,0,0,0,0
0,0,0,0,0,739,541,0,0,0,0
1,0,0,0,0,737,541,0,0,0,0
2,0,0,0,0,736,540,0,0,0,0
3,0,0,0,0,733,540,0,0,0,0
4,0,0,0,0,731,538,0,0,0,0
5,0,0,0,0,729,537,0,0,0,0
6,0,0,0,0,727,537,0,0,0,0
7,0,0,0,0,724,536,0,0,0,0
8,0,0,0,0,721,537,0,0,0,0
9,0,0,0,0,720,537,0,0,0,0
10,0,0,0,0,717,538,0,0,0,0
11,0,0,0,0,714,539,0,0,0,0
12,0,0,0,0,712,538,0,0,0,0
13,0,0,0,0,709,539,0,0,0,0
14,0,0,0,0,707,539,0,0,0,0
15,0,0,0,0,704,539,0,0,0,0
0,0,0,0,0,702,538,0,0,0,0
1,0,0,0,0,699,537,0,0,0,0
2,0,0,0,0,696,536,0,0,0,0
3,0,0,0,0,694,536,0,0,0,0
4,0,0,0,0,691,536,0,0,0,0
5,0,0,0,0,688,537,0,0,0,0
6,0,0,0,0,686,537,0,0,0,0
7,0,0,0,0,684,538,0,0,0,0
8,0,0,0,0,680,538,0,0,0,0
9,0,0,0,0,678,539,0,0,0,0
10,0,0,0,0,675,539,0,0,0,0
11,0,0,0,0,672,540,0,0,0,0
12,0,0,0,0,670,539,0,0,0,0
13,0,0,0,0,666,537,0,0,0,0
14,0,0,0,0,664,537,0,0,0,0
15,0,0,0,0,660,537,0,0,0,0
0,0,0,0,0,657,536,0,0,0,0
1,0,0,0,0,655,537,0,0,0,0
2,0,0,0,0,652,537,0,0,0,0
3,0,0,0,0,650,536,0,0,0,0
4,0,0,0,0,646,536,0,0,0,0
5,0,0,0,0,644,536,0,0,0,0
6,0,0,0,0,641,537,0,0,0,0
7,0,0,0,0,638,536,0,0,0,0
8,0,0,0,0,636,536,0,0,0,0
9,0,0,0,0,633,535,0,0,0,0
10,0,0,0,0,630,534,0,0,0,0
11,0,0,0,0,627,533,0,0,0,0
12,0,0,0,0,625,533,0,0,0,0
13,0,0,0,0,622,534,0,0,0,0
14,0,0,0,0,620,534,0,0,0,0
15,0,0,0,0,617,535,0,0,0,0
0,0,0,0,0,616,534,0,0,0,0
1,0,0,0,0,612,534,0,0,0,0
2,0,0,0,0,611,533,0,0,0,0
3,0,0,0,0,608,532,0,0,0,0
4,0,0,0,0,605,532,0,0,0,0
5,0,0,0,0,604,534,0,0,0,0
6,0,0,0,0,601,534,0,0,0,0
7,0,0,0,0,599,534,0,0,0,0
8,0,0,0,0,597,533,0,0,0,0
9,0,0,0,0,595,533,0,0,0,0
10,0,0,0,0,593,534,0,0,0,0
11,0,0,0,0,591,532,0,0,0,0
12,0,0,0,0,588,531,0,0,0,0
13,0,0,0,0,587,531,0,0,0,0
14,0,0,0,0,584,531,0,0,0,0
15,0,0,0,0,583,531,0,0,0,0
0,0,0,0,0,580,531,0,0,0,0
1,0,0,0,0,579,531,0,0,0,0
2,0,0,0,0,577,531,0,0,0,0
3,0,0,0,0,575,530,0,0,0,0
4,0,0,0,0,574,530,0,0,0,0
5,0,0,0,0,572,529,0,0,0,0
6,0,0,0,0,571,528,0,0,0,0
7,0,0,0,0,569,528,0,0,0,0
8,0,0,0,0,568,528,0,0,0,0
9,0,0,0,0,566,528,0,0,0,0
10,0,0,0,0,565,529,0,0,0,0
11,0,0,0,0,564,529,0,0,0,0
12,0,0,0,0,562,528,0,0,0,0
13,0,0,0,0,561,527,0,0,0,0
14,0,0,0,0,560,526,0,0,0,0
15,0,0,0,0,559,525,0,0,0,0
0,0,0,0,0,557,524,0,0,0,0
1,0,0,0,0,556,524,0,0,0,0
2,0,0,0,0,555,525,0,0,0,0
3,0,0,0,0,554,526,0,0,0,0
4,0,0,0,0,553,527,0,0,0,0
5,0,0,0,0,552,527,0,0,0,0
6,0,0,0,0,551,527,0,0,0,0
7,0,0,0,0,550,527,0,0,0,0
8,0,0,0,0,549,527,0,0,0,0
9,0,0,0,0,548,527,0,0,0,0
10,0,0,0,0,547,527,0,0,0,0
11,0,0,0,0,545,526,0,0,0,0
12,0,0,0,0,544,526,0,0,0,0
13,0,0,0,0,543,527,0,0,0,0
14,0,0,0,0,542,526,0,0,0,0
15,0,0,0,0,542,527,0,0,0,0
0,0,0,0,0,541,525,0,0,0,0
1,0,0,0,0,540,526,0,0,0,0
2,0,0,0,0,540,526,0,0,0,0
3,0,0,0,0,539,526,0,0,0,0
4,0,0,0,0,538,526,0,0,0,0
5,0,0,0,0,537,526,0,0,0,0
6,0,0,0,0,536,526,0,0,0,0
7,0,0,0,0,536,526,0,0,0,0
8,0,0,0,0,535,526,0,0,0,0
9,0,0,0,0,534,526,0,0,0,0
10,0,0,0,0,533,526,0,0,0,0
11,0,0,0,0,532,524,0,0,0,0
12,0,0,0,0,532,523,0,0,0,0
13,0,0,0,0,531,523,0,0,0,0
14,0,0,0,0,531,523,0,0,0,0
15,0,0,0,0,529,523,0,0,0,0
0,0,0,0,0,528,523,0,0,0,0
1,0,0,0,0,528,523,0,0,0,0
2,0,0,0,0,527,523,0,0,0,0
3,0,0,0,0,526,524,0,0,0,0
4,0,0,0,0,526,523,0,0,0,0
5,0,0,0,0,525,521,0,0,0,0
6,0,0,0,0,524,521,0,0,0,0
7,0,0,0,0,523,521,0,0,0,0
8,0,0,0,0,522,521,0,0,0,0
9,0,0,0,0,521,522,0,0,0,0
10,0,0,0,0,520,522,0,0,0,0
11,0,0,0,0,520,521,0,0,0,0
12,0,0,0,0,519,520,0,0,0,0
13,0,0,0,0,518,519,0,0,0,0
14,0,0,0,0,517,519,0,0,0,0
15,0,0,0,0,517,520,0,0,0,0
0,0,0,0,0,516,521,0,0,0,0
1,0,0,0,0,515,521,0,0,0,0
2,0,0,0,0,514,521,0,0,0,0
3,0,0,0,0,513,521,0,0,0,0
4,0,0,0,0,512,521,0,0,0,0
5,0,0,0,0,512,521,0,0,0,0
6,0,0,0,0,511,520,0,0,0,0
7,0,0,0,0,511,520,0,0,0,0
8,0,0,0,0,510,519,0,0,0,0
9,0,0,0,0,509,519,0,0,0,0
10,0,0,0,0,508,518,0,0,0,0
11,0,0,0,0,507,518,0,0,0,0
12,0,0,0,0,507,517,0,0,0,0
13,0,0,0,0,505,517,0,0,0,0
14,0,0,0,0,505,517,0,0,0,0
15,0,0,0,0,504,517,0,0,0,0
0,0,0,0,0,504,518,0,0,0,0
1,0,0,0,0,503,518,0,0,0,0
2,0,0,0,0,502,516,0,0,0,0
3,0,0,0,0,501,515,0,0,0,0
4,0,0,0,0,500,515,0,0,0,0
5,0,0,0,0,499,514,0,0,0,0
6,0,0,0,0,499,513,0,0,0,0
7,0,0,0,0,499,512,0,0,0,0
8,0,0,0,0,497,512,0,0,0,0
9,0,0,0,0,497,512,0,0,0,0
10,0,0,0,0,496,512,0,0,0,0
11,0,0,0,0,496,512,0,0,0,0
12,0,0,0,0,495,512,0,0,0,0
13,0,0,0,0,495,512,0,0,0,0
14,0,0,0,0,494,512,0,0,0,0
15,0,0,0,0,494,512,0,0,0,0
0,0,0,0,0,494,512,0,0,0,0
1,0,0,0,0,493,512,0,0,0,0
2,0,0,0,0,492,511,0,0,0,0
3,0,0,0,0,492,511,0,0,0,0
4,0,0,0,0,491,510,0,0,0,0
5,0,0,0,0,490,509,0,0,0,0
6,0,0,0,0,490,510,0,0,0,0
7,0,0,0,0,489,509,0,0,0,0
8,0,0,0,0,489,508,0,0,0,0
9,0,0,0,0,488,507,0,0,0,0
10,0,0,0,0,488,508,0,0,0,0
11,0,0,0,0,487,508,0,0,0,0
12,0,0,0,0,487,508,0,0,0,0
13,0,0,0,0,486,508,0,0,0,0
14,0,0,0,0,486,509,0,0,0,0
15,0,0,0,0,486,510,0,0,0,0
0,0,0,0,0,485,510,0,0,0,0
1,0,0,0,0,485,510,0,0,0,0
2,0,0,0,0,485,511,0,0,0,0
3,0,0,0,0,484,511,0,0,0,0
4,0,0,0,0,484,510,0,0,0,0
5,0,0,0,0,484,510,0,0,0,0
6,0,0,0,0,483,508,0,0,0,0
7,0,0,0,0,483,509,0,0,0,0
8,0,0,0,0,483,510,0,0,0,0
9,0,0,0,0,483,510,0,0,0,0
10,0,0,0,0,483,510,0,0,0,0
11,0,0,0,0,483,509,0,0,0,0
12,0,0,0,0,483,509,0,0,0,0
13,0,0,0,0,483,508,0,0,0,0
14,0,0,0,0,482,508,0,0,0,0
15,0,0,0,0,483,508,0,0,0,0
0,0,0,0,0,483,507,0,0,0,0
1,0,0,0,0,483,508,0,0,0,0
2,0,0,0,0,483,508,0,0,0,0
3,0,0,0,0,483,507,0,0,0,0
4,0,0,0,0,484,507,0,0,0,0
5,0,0,0,0,483,508,0,0,0,0
6,0,0,0,0,484,508,0,0,0,0
7,0,0,0,0,483,508,0,0,0,0
8,0,0,0,0,484,508,0,0,0,0
9,0,0,0,0,484,508,0,0,0,0
10,0,0,0,0,484,508,0,0,0,0
11,0,0,0,0,484,508,0,0,0,0
12,0,0,0,0,483,508,0,0,0,0
13,0,0,0,0,484,508,0,0,0,0
14,0,0,0,0,485,508,0,0,0,0
15,0,0,0,0,484,507,0,0,0,0
0,0,0,0,0,484,505,0,0,0,0
1,0,0,0,0,485,505,0,0,0,0
2,0,0,0,0,485,505,0,0,0,0
3,0,0,0,0,485,506,0,0,0,0
4,0,0,0,0,485,505,0,0,0,0
5,0,0,0,0,486,506,0,0,0,0
6,0,0,0,0,485,506,0,0,0,0
7,0,0,0,0,486,506,0,0,0,0
8,0,0,0,0,486,505,0,0,0,0
9,0,0,0,0,486,505,0,0,0,0
10,0,0,0,0,487,505,0,0,0,0
11,0,0,0,0,487,505,0,0,0,0
12,0,0,0,0,487,505,0,0,0,0
13,0,0,0,0,487,505,0,0,0,0
14,0,0,0,0,487,505,0,0,0,0
15,0,0,0,0,487,506,0,0,0,0
0,0,0,0,0,487,505,0,0,0,0
1,0,0,0,0,487,505,0,0,0,0
2,0,0,0,0,486,505,0,0,0,0
3,0,0,0,0,486,504,0,0,0,0
4,0,0,0,0,486,504,0,0,0,0
5,0,0,0,0,486,504,0,0,0,0
6,0,0,0,0,486,504,0,0,0,0
7,0,0,0,0,487,504,0,0,0,0
8,0,0,0,0,486,505,0,0,0,0
9,0,0,0,0,486,505,0,0,0,0
10,0,0,0,0,486,505,0,0,0,0
11,0,0,0,0,486,504,0,0,0,0
12,0,0,0,0,486,505,0,0,0,0
13,0,0,0,0,486,505,0,0,0,0
14,0,0,0,0,486,505,0,0,0,0
15,0,0,0,0,485,505,0,0,0,0
0,0,0,0,0,485,505,0,0,0,0
1,0,0,0,0,484,504,0,0,0,0
2,0,0,0,0,484,504,0,0,0,0
3,0,0,0,0,484,505,0,0,0,0
4,0,0,0,0,484,504,0,0,0,0
5,0,0,0,0,484,504,0,0,0,0
6,0,0,0,0,484,504,0,0,0,0
7,0,0,0,0,484,505,0,0,0,0
8,0,0,0,0,484,505,0,0,0,0
9,0,0,0,0,483,505,0,0,0,0
10,0,0,0,0,484,505,0,0,0,0
11,0,0,0,0,483,506,0,0,0,0
12,0,0,0,0,483,507,0,0,0,0
13,0,0,0,0,483,508,0,0,0,0
14,0,0,0,0,482,508,0,0,0,0
15,0,0,0,0,483,508,0,0,0,0
0,0,0,0,0,483,507,0,0,0,0
1,0,0,0,0,482,507,0,0,0,0
2,0,0,0,0,483,507,0,0,0,0
3,0,0,0,0,482,507,0,0,0,0
4,0,0,0,0,482,508,0,0,0,0
5,0,0,0,0,482,508,0,0,0,0
6,0,0,0,0,482,509,0,0,0,0
7,0,0,0,0,482,509,0,0,0,0
8,0,0,0,0,481,508,0,0,0,0
9,0,0,0,0,480,508,0,0,0,0
10,0,0,0,0,481,508,0,0,0,0
11,0,0,0,0,481,508,0,0,0,0
12,0,0,0,0,481,508,0,0,0,0
13,0,0,0,0,481,506,0,0,0,0
14,0,0,0,0,480,505,0,0,0,0
15,0,0,0,0,480,504,0,0,0,0
0,0,0,0,0,480,504,0,0,0,0
1,0,0,0,0,480,504,0,0,0,0
2,0,0,0,0,480,504,0,0,0,0
3,0,0,0,0,480,504,0,0,0,0
4,0,0,0,0,480,504,0,0,0,0
5,0,0,0,0,480,504,0,0,0,0
6,0,0,0,0,480,505,0,0,0,0
7,0,0,0,0,479,507,0,0,0,0
8,0,0,0,0,480,508,0,0,0,0
9,0,0,0,0,479,509,0,0,0,0
10,0,0,0,0,479,509,0,0,0,0
11,0,0,0,0,479,508,0,0,0,0
12,0,0,0,0,479,508,0,0,0,0
13,0,0,0,0,479,508,0,0,0,0
14,0,0,0,0,479,507,0,0,0,0
15,0,0,0,0,479,506,0,0,0,0
0,0,0,0,0,479,505,0,0,0,0
1,0,0,0,0,479,505,0,0,0,0
2,0,0,0,0,479,507,0,0,0,0
3,0,0,0,0,479,507,0,0,0,0
4,0,0,0,0,479,508,0,0,0,0
5,0,0,0,0,479,508,0,0,0,0
6,0,0,0,0,479,508,0,0,0,0
7,0,0,0,0,478,508,0,0,0,0
8,0,0,0,0,479,508,0,0,0,0
9,0,0,0,0,478,508,0,0,0,0
10,0,0,0,0,478,508,0,0,0,0
11,0,0,0,0,478,508,0,0,0,0
12,0,0,0,0,478,508,0,0,0,0
13,0,0,0,0,477,508,0,0,0,0
14,0,0,0,0,477,508,0,0,0,0
15,0,0,0,0,477,508,0,0,0,0
0,0,0,0,0,477,508,0,0,0,0
1,0,0,0,0,476,508,0,0,0,0
2,0,0,0,0,477,507,0,0,0,0
3,0,0,0,0,476,505,0,0,0,0
4,0,0,0,0,476,504,0,0,0,0
5,0,0,0,0,475,504,0,0,0,0
6,0,0,0,0,476,505,0,0,0,0
7,0,0,0,0,476,507,0,0,0,0
8,0,0,0,0,476,508,0,0,0,0
9,0,0,0,0,475,507,0,0,0,0
10,0,0,0,0,475,507,0,0,0,0
11,0,0,0,0,475,507,0,0,0,0
12,0,0,0,0,474,508,0,0,0,0
13,0,0,0,0,474,508,0,0,0,0
14,0,0,0,0,474,509,0,0,0,0
15,0,0,0,0,474,509,0,0,0,0
0,0,0,0,0,472,509,0,0,0,0
1,0,0,0,0,473,509,0,0,0,0
2,0,0,0,0,473,509,0,0,0,0
3,0,0,0,0,473,509,0,0,0,0
4,0,0,0,0,473,508,0,0,0,0
5,0,0,0,0,472,508,0,0,0,0
6,0,0,0,0,472,509,0,0,0,0
7,0,0,0,0,472,509,0,0,0,0
8,0,0,0,0,472,510,0,0,0,0
9,0,0,0,0,472,510,0,0,0,0
10,0,0,0,0,472,510,0,0,0,0
11,0,0,0,0,472,510,0,0,0,0
12,0,0,0,0,471,510,0,0,0,0
13,0,0,0,0,471,511,0,0,0,0
14,0,0,0,0,471,511,0,0,0,0
15,0,0,0,0,471,511,0,0,0,0
0,0,0,0,0,470,511,0,0,0,0
1,0,0,0,0,470,510,0,0,0,0
2,0,0,0,0,470,511,0,0,0,0
3,0,0,0,0,470,511,0,0,0,0
4,0,0,0,0,470,512,0,0,0,0
5,0,0,0,0,470,512,0,0,0,0
6,0,0,0,0,469,512,0,0,0,0
7,0,0,0,0,469,513,0,0,0,0
8,0,0,0,0,469,513,0,0,0,0
9,0,0,0,0,469,513,0,0,0,0
10,0,0,0,0,469,513,0,0,0,0
11,0,0,0,0,469,512,0,0,0,0
12,0,0,0,0,469,511,0,0,0,0
13,0,0,0,0,469,511,0,0,0,0
14,0,0,0,0,469,509,0,0,0,0
15,0,0,0,0,469,510,0,0,0,0
0,0,0,0,0,469,510,0,0,0,0
1,0,0,0,0,469,510,0,0,0,0
2,0,0,0,0,470,510,0,0,0,0
3,0,0,0,0,470,510,0,0,0,0
4,0,0,0,0,470,509,0,0,0,0
5,0,0,0,0,470,509,0,0,0,0
6,0,0,0,0,470,510,0,0,0,0
7,0,0,0,0,471,509,0,0,0,0
8,0,0,0,0,470,509,0,0,0,0
9,0,0,0,0,470,508,0,0,0,0
10,0,0,0,0,471,508,0,0,0,0
11,0,0,0,0,471,508,0,0,0,0
12,0,0,0,0,471,508,0,0,0,0
13,0,0,0,0,471,508,0,0,0,0
14,0,0,0,0,472,508,0,0,0,0
15,0,0,0,0,471,508,0,0,0,0
0,0,0,0,0,472,508,0,0,0,0
1,0,0,0,0,472,508,0,0,0,0
2,0,0,0,0,472,508,0,0,0,0
3,0,0,0,0,472,508,0,0,0,0
4,0,0,0,0,472,507,0,0,0,0
5,0,0,0,0,472,507,0,0,0,0
6,0,0,0,0,471,508,0,0,0,0
7,0,0,0,0,472,508,0,0,0,0
8,0,0,0,0,472,508,0,0,0,0
9,0,0,0,0,472,509,0,0,0,0
10,0,0,0,0,472,509,0,0,0,0
11,0,0,0,0,472,509,0,0,0,0
12,0,0,0,0,472,509,0,0,0,0
13,0,0,0,0,472,508,0,0,0,0
14,0,0,0,0,472,509,0,0,0,0
15,0,0,0,0,472,510,0,0,0,0
0,0,0,0,0,472,509,0,0,0,0
1,0,0,0,0,472,509,0,0,0,0
2,0,0,0,0,472,508,0,0,0,0
3,0,0,0,0,472,508,0,0,0,0
4,0,0,0,0,472,508,0,0,0,0
5,0,0,0,0,473,508,0,0,0,0
6,0,0,0,0,474,508,0,0,0,0
7,0,0,0,0,473,508,0,0,0,0
8,0,0,0,0,473,509,0,0,0,0
9,0,0,0,0,473,508,0,0,0,0
10,0,0,0,0,474,507,0,0,0,0
11,0,0,0,0,475,508,0,0,0,0
12,0,0,0,0,474,509,0,0,0,0
13,0,0,0,0,475,510,0,0,0,0
14,0,0,0,0,475,510,0,0,0,0
15,0,0,0,0,475,510,0,0,0,0
0,0,0,0,0,475,510,0,0,0,0
1,0,0,0,0,476,510,0,0,0,0
2,0,0,0,0,476,510,0,0,0,0
3,0,0,0,0,476,510,0,0,0,0
4,0,0,0,0,476,510,0,0,0,0
5,0,0,0,0,476,510,0,0,0,0
6,0,0,0,0,477,509,0,0,0,0
7,0,0,0,0,478,509,0,0,0,0
8,0,0,0,0,478,509,0,0,0,0
9,0,0,0,0,478,508,0,0,0,0
10,0,0,0,0,479,509,0,0,0,0
11,0,0,0,0,479,509,0,0,0,0
12,0,0,0,0,479,509,0,0,0,0
13,0,0,0,0,479,508,0,0,0,0
14,0,0,0,0,479,508,0,0,0,0
15,0,0,0,0,479,508,0,0,0,0
0,0,0,0,0,480,508,0,0,0,0
1,0,0,0,0,480,508,0,0,0,0
2,0,0,0,0,480,509,0,0,0,0
3,0,0,0,0,480,509,0,0,0,0
4,0,0,0,0,480,510,0,0,0,0
5,0,0,0,0,480,510,0,0,0,0
6,0,0,0,0,481,509,0,0,0,0
7,0,0,0,0,481,509,0,0,0,0
8,0,0,0,0,482,509,0,0,0,0
9,0,0,0,0,481,509,0,0,0,0
10,0,0,0,0,482,509,0,0,0,0
11,0,0,0,0,482,509,0,0,0,0
12,0,0,0,0,483,508,0,0,0,0
13,0,0,0,0,483,508,0,0,0,0
14,0,0,0,0,483,507,0,0,0,0
15,0,0,0,0,483,506,0,0,0,0
0,0,0,0,0,483,506,0,0,0,0
1,0,0,0,0,483,506,0,0,0,0
2,0,0,0,0,483,505,0,0,0,0
3,0,0,0,0,484,506,0,0,0,0
4,0,0,0,0,484,507,0,0,0,0
5,0,0,0,0,484,508,0,0,0,0
6,0,0,0,0,485,509,0,0,0,0
7,0,0,0,0,485,510,0,0,0,0
8,0,0,0,0,485,510,0,0,0,0
9,0,0,0,0,485,510,0,0,0,0
10,0,0,0,0,485,511,0,0,0,0
11,0,0,0,0,485,512,0,0,0,0
12,0,0,0,0,484,512,0,0,0,0
13,0,0,0,0,485,512,0,0,0,0
14,0,0,0,0,484,511,0,0,0,0
15,0,0,0,0,486,511,0,0,0,0
0,0,0,0,0,485,511,0,0,0,0
1,0,0,0,0,485,511,0,0,0,0
2,0,0,0,0,485,511,0,0,0,0
3,0,0,0,0,485,510,0,0,0,0
4,0,0,0,0,485,510,0,0,0,0
5,0,0,0,0,485,510,0,0,0,0
6,0,0,0,0,485,510,0,0,0,0
