Start_idx,HR,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_TINN,HRV_HTI,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S
0.0,62.0,961.8032786885246,86.05246842714259,62.941772033099504,63.33370502418437,0.08946992626650242,0.06544141970375097,990.0,74.13,0.07487878787878788,110.0,1030.0,37.704918032786885,67.21311475409836,640.0,1090.0,390.625,8.714285714285714,,,0.006202032168764557,0.046334683792798,0.0009161991894913656,0.05345291515105392,0.1338529080396695,0.11602795004235185,0.8668317464418857,-3.071864488337158,44.78369230026927,105.7458711512498,0.42350298704537154,14877.61065934071
6000.0,62.0,970.4918032786885,54.8764135583524,66.57076435393142,67.13065934227679,0.05654495315978879,0.06859487543226042,980.0,44.477999999999994,0.04538571428571428,60.0,1020.0,40.98360655737705,73.77049180327869,860.0,1060.0,93.75,8.714285714285714,,,0.022842176323959067,0.09601006012217947,0.01145533493333195,0.1303075713794705,0.23791440495809305,0.17529431392317218,0.7367957142151567,-2.3433023000653277,47.46854444644797,60.60185430960599,0.7832853464175887,9037.362456193754
